WRIST_x, WRIST_y, THUMB_CMC_x, THUMB_CMC_y, THUMB_MCP_x, THUMB_MCP_y, THUMB_IP_x, THUMB_IP_y, THUMB_TIP_x, THUMB_TIP_y, INDEX_FINGER_MCP_x, INDEX_FINGER_MCP_y, INDEX_FINGER_PIP_x, INDEX_FINGER_PIP_y, INDEX_FINGER_DIP_x, INDEX_FINGER_DIP_y, INDEX_FINGER_TIP_x, INDEX_FINGER_TIP_y, MIDDLE_FINGER_MCP_x, MIDDLE_FINGER_MCP_y, MIDDLE_FINGER_PIP_x, MIDDLE_FINGER_PIP_y, MIDDLE_FINGER_DIP_x, MIDDLE_FINGER_DIP_y, MIDDLE_FINGER_TIP_x, MIDDLE_FINGER_TIP_y, RING_FINGER_MCP_x, RING_FINGER_MCP_y, RING_FINGER_PIP_x, RING_FINGER_PIP_y, RING_FINGER_DIP_x, RING_FINGER_DIP_y, RING_FINGER_TIP_x, RING_FINGER_TIP_y, PINKY_MCP_x, PINKY_MCP_y, PINKY_PIP_x, PINKY_PIP_y, PINKY_DIP_x, PINKY_DIP_y, PINKY_TIP_x, PINKY_TIP_y, OUTPUT
0,0,0.3235294117647059,0.2294117647058823,0.5941176470588235,0.4470588235294118,0.7941176470588235,0.6235294117647059,1,0.7470588235294118,0.6470588235294118,0.4,0.8176470588235294,0.5647058823529412,0.9058823529411764,0.6705882352941176,0.9647058823529412,0.7235294117647059,0.488235294,0.3941176470588235,0.6529411764705882,0.5411764705882353,0.7529411764705882,0.6058823529411764,0.8235294117647058,0.6588235294117647,0.3529411764705882,0.3941176470588235,0.488235294,0.4941176470588235,0.5882352941176471,0.5529411764705883,0.6470588235294118,0.611764706,0.2352941176470588,0.4117647058823529,0.3705882352941176,0.4823529411764706,0.4529411764705882,0.5117647058823529,0.4941176470588235,0.5294117647058824,0
0,0,-0.367647059,-0.181372549,-0.607843137,-0.43627451,-0.656862745,-0.68627451,-0.656862745,-0.87745098,-0.607843137,-0.62254902,-0.681372549,-0.887254902,-0.558823529,-0.81372549,-0.455882353,-0.656862745,-0.460784314,-0.710784314,-0.544117647,-0.960784314,-0.431372549,-0.852941176,-0.348039216,-0.68627451,-0.318627451,-0.769607843,-0.406862745,-1,-0.318627451,-0.857843137,-0.264705882,-0.68627451,-0.171568627,-0.769607843,-0.235294118,-0.975490196,-0.205882353,-0.848039216,-0.18627451,-0.700980392,0
0,0,-0.442982456,-0.078947368,-0.719298246,-0.337719298,-0.815789474,-0.622807018,-0.824561404,-0.824561404,-0.605263158,-0.657894737,-0.701754386,-0.903508772,-0.666666667,-0.688596491,-0.592105263,-0.50877193,-0.434210526,-0.719298246,-0.526315789,-0.98245614,-0.486842105,-0.697368421,-0.403508772,-0.526315789,-0.24122807,-0.76754386,-0.346491228,-1,-0.315789474,-0.706140351,-0.245614035,-0.530701754,-0.021929825,-0.780701754,-0.131578947,-0.964912281,-0.149122807,-0.75,-0.105263158,-0.614035088,0
0,0,-0.450892857,-0.0625,-0.736607143,-0.325892857,-0.830357143,-0.611607143,-0.879464286,-0.834821429,-0.598214286,-0.65625,-0.714285714,-0.888392857,-0.683035714,-0.669642857,-0.607142857,-0.504464286,-0.428571429,-0.71875,-0.553571429,-0.995535714,-0.522321429,-0.6875,-0.428571429,-0.526785714,-0.241071429,-0.758928571,-0.366071429,-1,-0.339285714,-0.6875,-0.25,-0.522321429,-0.013392857,-0.772321429,-0.151785714,-0.973214286,-0.169642857,-0.754464286,-0.116071429,-0.620535714,0
0,0,-0.449339207,-0.070484581,-0.718061674,-0.317180617,-0.810572687,-0.599118943,-0.850220264,-0.828193833,-0.568281938,-0.629955947,-0.674008811,-0.850220264,-0.656387665,-0.647577093,-0.581497797,-0.488986784,-0.396475771,-0.700440529,-0.533039648,-0.973568282,-0.50660793,-0.665198238,-0.405286344,-0.49339207,-0.207048458,-0.740088106,-0.348017621,-1,-0.321585903,-0.669603524,-0.220264317,-0.497797357,0.030837004,-0.753303965,-0.123348018,-0.955947137,-0.140969163,-0.731277533,-0.074889868,-0.599118943,0
0,0,-0.450892857,-0.053571429,-0.71875,-0.3125,-0.816964286,-0.607142857,-0.866071429,-0.834821429,-0.558035714,-0.629464286,-0.669642857,-0.857142857,-0.647321429,-0.651785714,-0.571428571,-0.5,-0.392857143,-0.696428571,-0.544642857,-0.96875,-0.508928571,-0.65625,-0.40625,-0.495535714,-0.205357143,-0.736607143,-0.357142857,-1,-0.325892857,-0.669642857,-0.223214286,-0.495535714,0.03125,-0.75,-0.129464286,-0.955357143,-0.147321429,-0.727678571,-0.080357143,-0.584821429,0
0,0,-0.459459459,-0.058558559,-0.720720721,-0.315315315,-0.806306306,-0.612612613,-0.851351351,-0.842342342,-0.563063063,-0.626126126,-0.675675676,-0.842342342,-0.648648649,-0.648648649,-0.576576577,-0.5,-0.391891892,-0.693693694,-0.536036036,-0.968468468,-0.5,-0.662162162,-0.396396396,-0.490990991,-0.198198198,-0.734234234,-0.342342342,-1,-0.306306306,-0.666666667,-0.207207207,-0.481981982,0.045045045,-0.743243243,-0.112612613,-0.954954955,-0.130630631,-0.725225225,-0.067567568,-0.576576577,0
0,0,-0.465753425,-0.063926941,-0.726027397,-0.319634703,-0.812785388,-0.611872146,-0.867579909,-0.840182648,-0.561643836,-0.634703196,-0.671232877,-0.849315068,-0.657534247,-0.657534247,-0.584474886,-0.506849315,-0.392694064,-0.703196347,-0.534246575,-0.98173516,-0.506849315,-0.671232877,-0.406392694,-0.497716895,-0.200913242,-0.739726027,-0.347031963,-1,-0.310502283,-0.666666667,-0.205479452,-0.488584475,0.0456621,-0.748858447,-0.127853881,-0.9543379,-0.136986301,-0.721461187,-0.054794521,-0.575342466,0
0,0,-0.440909091,-0.068181818,-0.7,-0.322727273,-0.786363636,-0.609090909,-0.831818182,-0.836363636,-0.531818182,-0.622727273,-0.65,-0.840909091,-0.640909091,-0.659090909,-0.577272727,-0.504545455,-0.372727273,-0.686363636,-0.513636364,-0.972727273,-0.5,-0.686363636,-0.404545455,-0.5,-0.177272727,-0.727272727,-0.327272727,-1,-0.304545455,-0.681818182,-0.204545455,-0.490909091,0.059090909,-0.736363636,-0.109090909,-0.95,-0.127272727,-0.727272727,-0.054545455,-0.572727273,0
0,0,-0.451612903,-0.050691244,-0.709677419,-0.313364055,-0.797235023,-0.608294931,-0.847926267,-0.834101382,-0.552995392,-0.617511521,-0.66359447,-0.834101382,-0.649769585,-0.64516129,-0.585253456,-0.493087558,-0.387096774,-0.686635945,-0.534562212,-0.963133641,-0.502304147,-0.66359447,-0.396313364,-0.488479263,-0.188940092,-0.723502304,-0.341013825,-1,-0.30875576,-0.668202765,-0.202764977,-0.483870968,0.055299539,-0.741935484,-0.115207373,-0.944700461,-0.129032258,-0.714285714,-0.055299539,-0.566820276,0
